,time,data
150,1162054.98519765,"[-0.018387770280241966, -0.013870179653167725, 0.03775588050484657, -0.02498893067240715, -0.017976190894842148, -0.014283999800682068, 0.032012488692998886, -0.02452673949301243, -0.011930850334465504, -0.022516589611768723, -0.0048668598756194115, -0.019849440082907677, -0.011021469719707966, -0.020318789407610893, 0.04290733113884926, -0.010341400280594826, -0.010061969980597496, 0.026962989941239357, -0.02114870958030224, -0.02907291054725647, -0.013827590271830559, -0.01202686969190836, -0.019577860832214355, -0.028630750253796577, -0.030562590807676315, -0.026550669223070145, 0.060045819729566574, -0.015077400021255016, -0.012368950061500072, -0.02752861939370632, 0.07086344063282013, 0.02156485989689827, -0.005355025175958872, -0.008043049834668636, -0.008101974613964558, -0.0051136501133441925, -0.006508274935185909, -0.0065641747787594795, -0.006463449914008379, -0.010448849759995937, -0.004549324978142977, -0.007609724998474121, -0.00812392495572567, -0.005088800098747015, -0.00674452492967248, -0.006519425194710493, -0.006597199942916632, -0.010276899673044682, -0.0034145500976592302, -0.007964899763464928, -0.00796234980225563, -0.005451925098896027, -0.006460375152528286, -0.006545024923980236, -0.006387924775481224, -0.010295825079083443, 0.0, 2184395.0]"
151,1162054.987150775,"[-0.019632209092378616, -0.014051640406250954, 0.03620297834277153, -0.025070220232009888, -0.017944620922207832, -0.014659269712865353, 0.030791960656642914, -0.024650849401950836, -0.011875850148499012, -0.022530220448970795, -0.006649159826338291, -0.01997935026884079, -0.011062229983508587, -0.020402349531650543, 0.04177394136786461, -0.012910120189189911, -0.010364890098571777, 0.02562548965215683, -0.021260740235447884, -0.029055289924144745, -0.013848519884049892, -0.012183460406959057, -0.01997262053191662, -0.028625059872865677, -0.030857089906930923, -0.026772260665893555, 0.058835290372371674, -0.015064720064401627, -0.014089659787714481, -0.027617860585451126, 0.06988347321748734, 0.019899530336260796, -0.0053610000759363174, -0.0080485250800848, -0.00810839980840683, -0.0051050251349806786, -0.006512274965643883, -0.00657055014744401, -0.006467099767178297, -0.010455099865794182, -0.004551799967885017, -0.0076142000034451485, -0.008131374605000019, -0.005096475128084421, -0.006747624836862087, -0.006523224990814924, -0.0066015999764204025, -0.010281399823725224, -0.0033975751139223576, -0.007968599908053875, -0.007964500226080418, -0.00545455003157258, -0.006466925144195557, -0.006547099910676479, -0.006393100135028362, -0.010300399735569954, 0.0, 2184396.0]"
152,1162054.9891039,"[-0.020178480073809624, -0.013930490240454674, 0.03546448051929474, -0.02491305023431778, -0.017754239961504936, -0.014589600265026093, 0.03026028908789158, -0.02451205998659134, -0.011683809570968151, -0.02233858034014702, -0.007072110194712877, -0.01981954090297222, -0.010862319730222225, -0.02021569013595581, 0.041277408599853516, -0.014027119614183903, -0.01024600025266409, 0.025199629366397858, -0.02106839045882225, -0.028863629326224327, -0.013669810257852077, -0.01202165987342596, -0.019860969856381416, -0.028449509292840958, -0.030779870226979256, -0.02664951980113983, 0.05826598033308983, -0.014905059710144997, -0.014849560335278511, -0.027495810762047768, 0.0694306269288063, 0.019197890534996986, -0.00536682503297925, -0.00805672537535429, -0.008119650185108185, -0.005124450195580721, -0.006515025161206722, -0.006581124849617481, -0.0064750248566269875, -0.010469149798154831, -0.0045664748176932335, -0.007622649893164635, -0.008141474798321724, -0.005100649781525135, -0.006755275186151266, -0.006531774997711182, -0.006606900133192539, -0.010293249972164631, -0.0034045749343931675, -0.007976650260388851, -0.007971474900841713, -0.0054544247686862946, -0.006475924979895353, -0.0065547749400138855, -0.00640104990452528, -0.010314425453543663, 0.0, 2184397.0]"
153,1162054.991057025,"[-0.01998710073530674, -0.013601199723780155, 0.03585100919008255, -0.024620970711112022, -0.017508719116449356, -0.014193009585142136, 0.030625129118561745, -0.02420083060860634, -0.011456410400569439, -0.022040339186787605, -0.00642357999458909, -0.019472580403089523, -0.010521960444748402, -0.019877580925822258, 0.04163016006350517, -0.013311680406332016, -0.009811770170927048, 0.025849470868706703, -0.020667219534516335, -0.028600839897990227, -0.013389790430665016, -0.01163094025105238, -0.019373340532183647, -0.02820521965622902, -0.030430590733885765, -0.026286760345101357, 0.058556560426950455, -0.014683770015835762, -0.01429126039147377, -0.027248959988355637, 0.0697052925825119, 0.01976093091070652, -0.005376399960368872, -0.008057525381445885, -0.008119175210595131, -0.005126474890857935, -0.00651327520608902, -0.006579299923032522, -0.006475550122559071, -0.010470074601471424, -0.0045719752088189125, -0.007622574921697378, -0.008142774924635887, -0.005105449818074703, -0.006754974834620953, -0.006529924925416708, -0.0066041499376297, -0.010294750332832336, -0.0034232749603688717, -0.007975274696946144, -0.00797215010970831, -0.005452550016343594, -0.006472450215369463, -0.006552349776029587, -0.006401950027793646, -0.010319399647414684, 1.0, 2184398.0]"
154,1162054.99301015,"[-0.018958570435643196, -0.013119890354573727, 0.03736519068479538, -0.02426883950829506, -0.01729108951985836, -0.013451649807393551, 0.03188518062233925, -0.023769989609718323, -0.011279930360615253, -0.02173561044037342, -0.004498839844018221, -0.019003260880708694, -0.01012216042727232, -0.019435420632362366, 0.042795270681381226, -0.010879809968173504, -0.009087390266358852, 0.02734570950269699, -0.020107639953494072, -0.028369620442390442, -0.01309261005371809, -0.011053940281271935, -0.01848101057112217, -0.027968689799308777, -0.02980561926960945, -0.025707410648465157, 0.05971609055995941, -0.014472659677267075, -0.012480960227549076, -0.026923559606075287, 0.07070177048444748, 0.021475309506058693, -0.005379225127398968, -0.00805865041911602, -0.008117049932479858, -0.005139099899679422, -0.006515675224363804, -0.006579524837434292, -0.006475974805653095, -0.010473949834704399, -0.004570649936795235, -0.0076235998421907425, -0.008140775375068188, -0.005110850092023611, -0.006754649803042412, -0.0065275998786091805, -0.006602975074201822, -0.010298850014805794, -0.0034404750913381577, -0.007977049797773361, -0.007972749881446362, -0.005449424963444471, -0.006467274855822325, -0.006551424972712994, -0.006400424987077713, -0.010322225280106068, 0.0, 2184399.0]"
155,1162054.994963275,"[-0.017432069405913353, -0.012722579762339592, 0.039121631532907486, -0.02404128946363926, -0.017239490523934364, -0.01262213010340929, 0.03330748900771141, -0.023441050201654434, -0.011267339810729027, -0.02160847932100296, -0.002022800035774708, -0.018630659207701683, -0.00988841988146305, -0.019117720425128937, 0.044099658727645874, -0.008076019585132599, -0.008367910049855709, 0.02882440946996212, -0.019682500511407852, -0.028313390910625458, -0.01295636035501957, -0.010584989562630653, -0.017579790204763412, -0.0278776902705431, -0.02916787937283516, -0.025169789791107178, 0.06103884056210518, -0.014412609860301018, -0.010513910092413425, -0.026687759906053543, 0.07183743268251419, 0.023263409733772278, -0.005359800066798925, -0.008049099706113338, -0.008109824731945992, -0.0051367999985814095, -0.0065109748393297195, -0.006571049802005291, -0.0064674001187086105, -0.010463625192642212, -0.00455855019390583, -0.007613074965775013, -0.008131775073707104, -0.005102800205349922, -0.006745050195604563, -0.0065195499919354916, -0.006596025079488754, -0.010287774726748466, -0.003436499973759055, -0.007970299571752548, -0.007967050187289715, -0.0054517751559615135, -0.006460350006818771, -0.006544449832290411, -0.006390550173819065, -0.010312399826943874, 0.0, 2184400.0]"
156,1162054.9969164,"[-0.016010070219635963, -0.012652159668505192, 0.040235381573438644, -0.024077359586954117, -0.017372269183397293, -0.01227250974625349, 0.034146640449762344, -0.02341362088918686, -0.011417419649660587, -0.021724939346313477, -0.0004921400104649365, -0.0186217799782753, -0.010000710375607014, -0.01915639080107212, 0.04483452066779137, -0.006271140184253454, -0.008131030015647411, 0.029584510251879692, -0.019698940217494965, -0.028451260179281235, -0.013071659952402115, -0.010552220046520233, -0.017275240272283554, -0.027983829379081726, -0.02891811914741993, -0.025047719478607178, 0.06182565912604332, -0.01453343965113163, -0.00932352989912033, -0.026682859286665916, 0.07254455983638763, 0.02429118938744068, -0.005355000030249357, -0.008040900342166424, -0.008104350417852402, -0.005125950090587139, -0.006507849786430597, -0.006565575022250414, -0.006464174948632717, -0.010456349700689316, -0.004547175019979477, -0.007606999948620796, -0.008125275373458862, -0.005101100075989962, -0.0067390501499176025, -0.0065181502141058445, -0.006594100035727024, -0.01028279960155487, -0.0034157750196754932, -0.007966299541294575, -0.007964874617755413, -0.005448975134640932, -0.006457800045609474, -0.006544250063598156, -0.006386974826455116, -0.010305925272405148, 0.0, 2184401.0]"
157,1162054.998869525,"[-0.016032710671424866, -0.013052339665591717, 0.04006651043891907, -0.024410290643572807, -0.01763831079006195, -0.012863649986684322, 0.03393103927373886, -0.023791490122675896, -0.011660249903798103, -0.022049419581890106, -0.0010833400301635265, -0.019082359969615936, -0.010417990386486053, -0.01959477923810482, 0.04459653049707413, -0.0065588802099227905, -0.008779570460319519, 0.029172319918870926, -0.02024289034307003, -0.02872789092361927, -0.013393759727478027, -0.011083030141890049, -0.01801121048629284, -0.02825728990137577, -0.02938859909772873, -0.02556091919541359, 0.06165695935487747, -0.014780119992792606, -0.009614869952201843, -0.026968009769916534, 0.07240495830774307, 0.024000899866223335, -0.005342049989849329, -0.008032250218093395, -0.008096924982964993, -0.005118649918586016, -0.006500199902802706, -0.0065569751895964146, -0.006457025185227394, -0.010447749868035316, -0.004546524956822395, -0.007599174976348877, -0.008117174729704857, -0.005095799919217825, -0.006730299908667803, -0.006511074956506491, -0.006590825039893389, -0.010274425148963928, -0.003406774951145053, -0.007960825227200985, -0.007958524860441685, -0.005458475090563297, -0.006452974863350391, -0.006540200207382441, -0.00638259993866086, -0.010293399915099144, 0.0, 2184402.0]"
158,1162055.00082265,"[-0.017552759498357773, -0.013630010187625885, 0.03866373002529144, -0.02482300065457821, -0.017884720116853714, -0.013894000090658665, 0.032754261046648026, -0.024304989725351334, -0.011864019557833672, -0.022384360432624817, -0.003521319944411516, -0.019660210236907005, -0.0108577199280262, -0.020109189674258232, 0.04349866136908531, -0.008889320306479931, -0.009744600392878056, 0.027733180671930313, -0.020909719169139862, -0.028997400775551796, -0.013732589781284332, -0.011778440326452255, -0.019173109903931618, -0.02853134088218212, -0.030221829190850258, -0.026295199990272522, 0.06056058034300804, -0.015021259896457195, -0.01127231027930975, -0.02736463025212288, 0.07146628201007843, 0.022469090297818184, -0.005350999999791384, -0.008037774823606014, -0.008097649551928043, -0.005124275106936693, -0.006502250209450722, -0.0065615251660346985, -0.00646140007302165, -0.010452024638652802, -0.004556600004434586, -0.007603500038385391, -0.00811847485601902, -0.0050956751219928265, -0.0067360252141952515, -0.0065142251551151276, -0.006593574769794941, -0.0102785499766469, -0.0034052750561386347, -0.007963025011122227, -0.007961374707520008, -0.005452425219118595, -0.006459325086325407, -0.006547450087964535, -0.006388375069946051, -0.010295825079083443, 0.0, 2184403.0]"
159,1162055.002775775,"[-0.019074609503149986, -0.013985379599034786, 0.036939408630132675, -0.0250342208892107, -0.017955120652914047, -0.014543759636580944, 0.03135373070836067, -0.024589819833636284, -0.011912420392036438, -0.022524859756231308, -0.0059340097941458225, -0.019967589527368546, -0.01106175035238266, -0.02035854011774063, 0.042210329324007034, -0.011738689616322517, -0.010298419743776321, 0.02615085057914257, -0.02124869078397751, -0.029085010290145874, -0.013874160125851631, -0.012152359820902348, -0.01985391043126583, -0.02863135002553463, -0.0307527594268322, -0.026722479611635208, 0.059200238436460495, -0.015104199759662151, -0.013258390128612518, -0.027592839673161507, 0.07033979892730713, 0.020609179511666298, -0.005362850148230791, -0.008041550405323505, -0.008102375082671642, -0.005124249961227179, -0.006506050005555153, -0.006566300056874752, -0.006463650148361921, -0.010453900322318077, -0.004543600138276815, -0.007607324980199337, -0.008124275133013725, -0.00508552510291338, -0.006740325130522251, -0.006516424939036369, -0.006592925172299147, -0.010281199589371681, -0.003418874926865101, -0.00796470046043396, -0.007961724884808064, -0.0054490999318659306, -0.006461349781602621, -0.006549525074660778, -0.006394424941390753, -0.010298225097358227, 0.0, 2184404.0]"
160,1162055.0047289,"[-0.020020470023155212, -0.014022479765117168, 0.03569046035408974, -0.02500057965517044, -0.01783633977174759, -0.014695639722049236, 0.030400730669498444, -0.02458271011710167, -0.01179341971874237, -0.02243928052484989, -0.007029409985989332, -0.019957929849624634, -0.010994849726557732, -0.020304450765252113, 0.04134010896086693, -0.013718250207602978, -0.010386209934949875, 0.02519267052412033, -0.021223880350589752, -0.028975630179047585, -0.013788729906082153, -0.012158139608800411, -0.01996701955795288, -0.028539419174194336, -0.030857179313898087, -0.026763470843434334, 0.058225080370903015, -0.01501298975199461, -0.014646460302174091, -0.027583779767155647, 0.0695241391658783, 0.019310329109430313, -0.005370025057345629, -0.008053249679505825, -0.00811455026268959, -0.0051187751814723015, -0.006513149943202734, -0.006576075218617916, -0.00647170003503561, -0.010465850122272968, -0.004552800208330154, -0.007619750220328569, -0.008137449622154236, -0.005099350120872259, -0.0067472998052835464, -0.006527950055897236, -0.00660254992544651, -0.010293974541127682, -0.0034279250539839268, -0.007974900305271149, -0.007969650439918041, -0.005450374912470579, -0.006467300001531839, -0.006556299980729818, -0.006402925122529268, -0.010309400036931038, 0.0, 2184405.0]"
161,1162055.006682025,"[-0.0201557707041502, -0.013770329765975475, 0.035591959953308105, -0.024758540093898773, -0.01760072074830532, -0.014440510421991348, 0.030398650094866753, -0.02433251030743122, -0.011563840322196484, -0.022171180695295334, -0.006843249779194593, -0.019679879769682884, -0.010696819983422756, -0.020012589171528816, 0.041345350444316864, -0.013800949789583683, -0.010068399831652641, 0.025436120107769966, -0.020887799561023712, -0.02872432954609394, -0.013528839685022831, -0.011844259686768055, -0.019605670124292374, -0.02829856052994728, -0.03059943951666355, -0.02647857926785946, 0.05813701078295708, -0.014797920361161232, -0.014674670062959194, -0.027373740449547768, 0.06945935636758804, 0.01932596042752266, -0.005379300098866224, -0.008057099767029285, -0.008118174970149994, -0.0051253498531877995, -0.006515849847346544, -0.006577750202268362, -0.0064714751206338406, -0.010466424748301506, -0.004553975071758032, -0.007622149772942066, -0.00814017467200756, -0.005096274893730879, -0.006749200168997049, -0.00652974983677268, -0.006604675203561783, -0.010297049768269062, -0.0034356999676674604, -0.007974425330758095, -0.007974375039339066, -0.005456774961203337, -0.006468125153332949, -0.006554975174367428, -0.00640319986268878, -0.010312199592590332, 0.0, 2184406.0]"
